autor,calificacion,contenido,hotel,titulo
grams72,40,"This would be considered ""down home"" cooking.  Delicious...Now there is a salad bar and salads on the menu, but down home cooking which is as great as theirs do,...",The Machine Shed Restaurant,Down on the farm
grams72,30,"They are in the midst of a remodel.  Some of the staff new remodeling also.  Our room was one of those remodeled and so it was very clean.  Breakfast needs more,...",Wyndham Garden Kenosha Harborside,Remodel
grams72,50,"we had great entrée fish and shrimp, but most of all the German sides were awesome.   German potato pancakes and hot German potato salad.  Hmmm. good. Would go ,...",Boat House Pub & Eatery,Great food
grams72,50,"Blackened Catfish.  WOW.  It was some of the best I have ever eaten.  A group of 5 went on Thursday night and the wait was not long.  The service was excellent.,...",Puckett's 5th & Church,Great Food and Fun
grams72,40,Coffee in a real house.  You can walk up steps to the second floor for less noise.  Coffee was great and sweet treats was excellent.,Frothy Monkey Coffeehouse,Real Coffee House
grams72,50,"Gals will love this place for the menu suits us.   Salads and fruit plates, great sandwiches.  A tight squeeze for seating, but didn't mind.  Also, good sweets ,...",55 South,"Brunch, Lunch Great"
grams72,50,"The food is great and you can bring the whole family.   The sub sandwich titled, ""Gandola"" is known thru out the Midwest.  Family who come back to Peoria take t,...",Avantis Ristorante,Family priced
grams72,30,"Room had been updated, but was small.  Room was clean. Staff could take some lessons in communication and great service.  Outside of building needs an update, b,...",Quality Inn Dubuque Near Galena And Hwy 20,"Clean, Small but updated."
grams72,40,"I believe in all these that noise is a problem in all of these, but the food is good. Grilled Shrimp and baked sweet potato were great, but prime rib tougher th,...",Texas Roadhouse,A little noisey for conversation
grams72,50,"It's that down home cooking with a lot of flavor. Bakery goods called ""yummy"" and super walleye supper and other good eats!!!",Traveler's Inn,"Good food, Good Price"
grams72,50,"The food was served hot and tasty. Great service and the price was right.  I loved the egg rolls and the sweet,sour sauce was excellent.

",Grand Cafe,"Affordable, Good food"
grams72,40,"A store where you can get all of their awesome products...we bought 2 large, an original and chocolate covered peanuts.Also, a 3 pack of new flavors to try out.",BEER NUTS Brand Snacks,SO Good
grams72,50,"Really good food and great service at a reasonable price.  Breakfast is awesome!!  We love going here on Sunday morning, even if we have to wait>
",Le Peep,Great Service
grams72,30,Way to expensive for what I got.  Iceberg lettuce and very little else. Sandwich had tough meat .  Service was OK.  Won't go back too soon.,WeaverRidge Golf Club,Expensive
grams72,40,"We were in area for graduation party..I made several reservations for family members which had to be changed more than twice.  Staff were extremely helpful and ,...",Econo Lodge,Clean..Great Staff
grams72,50,"We stayed in a shoreside motel room.  Beautiful view of the bay...First week they were open for the summer, so not too busy.  But owners were on the site, frien,...",Shallows Resort,"Great View, Friendly"
grams72,50,Lots of cherry items to choose from..friendly staff,Wood Orchard,cherrys in door county
grams72,40,"Great Food..What can you say when you discover that the locals and regulars with summer cottages are eating there!! I think that is a first-rate recommendation.,...",Sister Bay Bowl,Great Food
grams72,50,"You can stay too far away from the park, Whitefish is perfect..and liked the western side of park better than east side.  Hotel was economical compared to other,...",Best Western Rocky Mountain Lodge,"RIght price,right place"
Michael Z,10,"Hotel under maintainance-reception desk provisional in a small and fullpacked room. Never have seen a Hotel in such bad conditions. They should be Closed during,...",Chicago Lake Shore Hotel,Horrible - never have seen such a nightmare of hotel!
Nikki S,10,"We were booked to stay for 4 nights from May 15th to the 19th of 2015.  After reading the reviews we knew the hotel was under construction before hand...  but t,...",Chicago Lake Shore Hotel,Good Location... bad hotel rooms
madi2405,20,"Checked into the hotel yesterday. Basically on check in we were not in the main building which i had thought we booked but instead had to walk outside the hotel,...",Circus Circus Hotel & Casino Las Vegas,Not clean at all. Not happy.
madi2405,50,"We were booked in to see the Indians play for 3 games straight. This hotel was awesome. You did have to pay for parking but it was reasonable. It is only a few ,...",Hilton Garden Inn Cleveland Downtown,Stayed while going to the game
madi2405,20,"We stayed here for the night on the way to Chicago. It had a laundry which we desperately needed. The room was ok. Very old TV and bed. You get what you pay for,...",Motel 6 Kalamazoo,Ok for the night
madi2405,30,"This hotel is under renovation. The only accessible floor was the 4th which was really nice and looks like after the renovation has finished will be a great hot,...",Chicago Lake Shore Hotel,Under renovation 
madi2405,50,"This hotel is awesome. It is simple like you would expect from a motel 6 however it is spotlessly clean. It is located just off the main road which is great. We,...","Motel 6 East Syracuse, NY",Loved it. 
madi2405,50,"This was a great hotel. We were a walking distance to the train which takes you everywhere. The staff are awesome people who more than helped us. You are out of,...",Wyndham Garden Long Island City,Great hotel
madi2405,50,"This hotel was fantastic. It had all the facilities anyone would need. It's clean. Great staff and good location. We decided to walk however there is a shuttle ,...",The Garland,23 yr old. Australian
madi2405,50,"This is a great place to stay if you have a cruise going from Galveston. It was about a 5-10min taxi. The hotel had parking and the room was prefect for a night,...",Motel 6 Galveston,Before a cruise
madi2405,,"The entire trip goes over 6 weeks. 4 of which are driving. We are pretty much stuck with the car as we are under 25 so the under age rate is so much that it doe,...",,
madi2405,,wow PeachBelle8288 that info is awesome. thanks so much,,
madi2405,,"Yeah confusing. 

It's not per day but per time you pick up a rental. So it's $300-550 depending on the company. So if we have to drop off the car, use transpor,...",,
madi2405,,"Hey guys im looking for some help.

My partner and i are looking for a place that does American BBQ classes (day class hopefully). We are starting our road trip,...",,
madi2405,40,"Went here for our honeymoon. It's an amazing location. So close to the beach. Literally outside the pool area. Gave us a bottle of wine and heaps of location id,...",Ramada by Wyndham Marcoola Beach,Honeymoon
madi2405,50,"Have been to Italy. Had many gelato's. Nothing even comes even a tad close to this place. Taste the watermelon!!! Your 100% guaranteed to love it. Seriously bes,...",Gelateria Milano,Best ice cream in the world
madi2405,40,"I have been to this park so many times i cant count. Every time it is a great day and lots of fun. Suited to mainly children as most theme parks are but still a,...",Warner Bros. Movie World,Great Experience
madi2405,,"Hey, so next May my partner and i are going to Chicago as part of our road trip. We are staying there 3 nights and have worked it out so that we have the possib,...",Chicago,
madi2405,,Thanks for all the suggestions. We are coming in from staying in Pittsburgh. Midway looks like the way to go.,Chicago,
madi2405,,"Thanks The_Steve_from_NY. That is a great help.

I have been researching and have decided i really want to stay in Cooperstown NY on the way to Niagara, so rout,...",Maine,
madi2405,,Wow thanks so much. Exactly what I was looking for.,Maine,
madi2405,,"We are road tripping the East coast over April and May and recently saw discover america adverts for stargazing in Maine. Does anyone have any suggestions on wh,...",Maine,
ben m,50,"We spent one night here in the beginning of June as the first night of the Hillwalk Tour. Our experience was wonderful. Yes the owner is a little serious, but s,...",Sea Haven B&B,Relaxing experience
ben m,50,"Not sure why all the terrible reviews. We hiked in and didn't have to pay anything. Sure, if you park at the visitor center there will be a fee, but if you're s,...",Cliffs of Moher,Pretty amazing
ben m,50,"All B&B owners are enthusiastic, but Sean takes the cake. Engaging, funny, accommodating, helpful and not shy about his opinions. Niamh is a bit more reserved, ,...",Doll's Cottage Bed & Breakfast,Hard to not love it hear
ben m,50,"As vegan travelers it can be quite frustrating to eat out, especially in meat heavy countries. We were in amazement when we wandered in to O'Connors (Gus O'Conn,...",Gus O’Connor’s Pub,Vegan in Ireland?
ben m,30,"The caves are beautiful, but as they say, if you've seen one cave you've seen them all. Tickets were 15 euros per adult for a pretty short tour and really only ,...",Doolin Cave,"Decent caves, a bit pricey"
ben m,30,"First of all, they are under construction / renovation while being converted to a La Quinta, which is conveniently not advertised on Hotels.com or their own web,...",Chicago Lake Shore Hotel,under construction
ben m,40,"Have been to the Field Museum about 4 times and I always enjoy it thoroughly. Fascinating exhibits with tons of artifacts. Their evolution exhibit is amazing, w,...",Field Museum,Great Museum
