amenities,ciudad,descripcion,direccion,nombre,precio,valoracion
"Paid public parking nearby,Free High Speed Internet (WiFi),Wifi,Concierge,Non-smoking hotel,Express check-in / check-out,Clothes dryer,Washing machine,Sun terrace,Air conditioning,Dining area,Seating area,Separate living room,Coffee / tea maker,Dishwasher,Flatscreen TV,Bath / shower,Sofa,Wardrobe / closet,Iron,Private bathrooms,Microwave,Oven,Refrigerator,Stovetop,Kitchenware,Complimentary toiletries,Hair dryer,Non-smoking rooms",Chicago,"Tradition meets modern amenities at Greektown. In the heart of this historic neighborhood, your stylish space includes a fully equipped kitchen and in-suite laundry. Plus, you can enjoy the stunning panoramic city view from the rooftop. The Chicago Riverwalk is a stroll away. Or you could stop by Skydeck Chicago for a photo op. Ready to treat your taste buds? Authentic Greek restaurants dot South Halsted Street. We can't get enough of fresh gyros, taramasalata, or pita bread. Unwind in The Windy City at Greektown.","314 S Halsted St, Chicago, IL 60661-5406",Sonder Greektown,,4.5
"Paid public parking nearby,Free High Speed Internet (WiFi),Sauna,Complimentary Instant Coffee,Game room,Patio,Massage,Rooftop terrace,Secured parking,Wifi,Complimentary tea,Outdoor dining area,Board games / puzzles,Non-smoking hotel,Outdoor furniture,Shared kitchen,Shared lounge / TV area,Sun deck,Sun terrace,First aid kit,Umbrella,Clothes dryer,Self-serve laundry,Washing machine,Bathrobes,Air conditioning,Desk,Wardrobe / closet,Coffee / tea maker,Cable / satellite TV,Sofa bed,Complimentary toiletries,Clothes rack,Iron,Private bathrooms,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Flatscreen TV,iPod docking station,Hair dryer,Non-smoking rooms,Family rooms",Chicago,"We are a whole house rental located in the northern part of the city, only a half a block from Lake Michigan and right in-between Loyola and Northwestern University. Easy access to mass transit and plenty of room to stretch out after a long day. We are also able to host small weddings or gatherings of 40 people or less. Extra rates do apply for gatherings and events.,HOTEL STYLE,Romantic,Quaint","7421 N Sheridan Rd, Chicago, IL 60626-2011",Lang House Chicago,,5.0
"Free parking,Free High Speed Internet (WiFi),Bicycle rental,Board games / puzzles,Kids stay free,Highchairs available,BBQ facilities,Baggage storage,Paid public parking nearby,Parking garage,Wifi,Non-smoking hotel,Outdoor furniture,Picnic area,First aid kit,Umbrella,24-hour check-in,Clothes dryer,Laundry service,Self-serve laundry,Washing machine,Blackout curtains,Air conditioning,Additional bathroom,Desk,Dining area,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Seating area,Separate dining area,Separate living room,Sofa,Clothes rack,Iron,Private bathrooms,Kitchenette,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Kitchenware,Flatscreen TV,On-demand movies,Bath / shower,Complimentary toiletries,Hair dryer,Non-smoking rooms,Family rooms",Chicago,"Irresistibly Charming ​​Vacation Rentals in Chicago​--- Whether you are looking for a short-term stay​ or a vacation get-away--Chicago Guest House is the PERFECT lodging choice for business & leisure travelers looking for a ‘Home Away From Home’ in Chicago. ​​ Each home is distinctive, warm and inviting; comfortably furnished and fully equipped with everything you could possibly need and more! ​And each guaranteed to exceed your expectations. That is my promise! City of Chicago License Number's: #2209309, #2209310, #2209311, #2209312, #2209313, #2209315,HOTEL STYLE,Family,Business","3715 N Lakewood Ave, Chicago, IL 60613",Chicago Guest House,,5.0
"Free High Speed Internet (WiFi),Wifi,Complimentary Instant Coffee,Complimentary tea,Non-smoking hotel,Air conditioning,Coffee / tea maker,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms",Chicago,"HOTEL STYLE,Business,Modern","5705 N Magnolia Ave, Chicago, IL 60660-3413",Magnolia Studios,,5.0
"Free parking,Paid public parking nearby,Free High Speed Internet (WiFi),Wifi,Non-smoking hotel,Outdoor furniture,Laundry service,Self-serve laundry,Parking,Picnic area,Air conditioning,Housekeeping,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Chicago,"Roscoe Village Guesthouse is a new contemporary urban inn, tastefully decorated and located in one of Chicago’s most desirable neighborhoods, Roscoe Village. The area derives its distinctive character from charming boutiques and popular restaurants and bars. Only 4.5 blocks from the “El” that will take you downtown to all attractions 10-20 min. The Guesthouse has six suites, either 2 or 3 bedrooms with 2 baths, full kitchen, fireplace, stainless steel appliances, and granite.,HOTEL STYLE,Residential Neighborhood,Family","2104 W Roscoe St, Chicago, IL 60618-6220",Roscoe Village Guesthouse,,5.0
"Free High Speed Internet (WiFi),Wifi,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,Air conditioning,Flatscreen TV,Non-smoking rooms",Chicago,"HOTEL STYLE,Residential Neighborhood,Mid-range","3222 N Sheffield Ave, Chicago, IL 60657-2211",Old Chicago Inn featuring Room 13,,3.5
"Paid private parking on-site,Free High Speed Internet (WiFi),Yoga classes,Free breakfast,Conference facilities,Banquet room,Baggage storage,Non-smoking hotel,Fitness classes,Wine / champagne,Umbrella,Express check-in / check-out,Blackout curtains,Air conditioning,Desk,Housekeeping,Seating area,Microwave,Cable / satellite TV,Walk-in shower,Wardrobe / closet,Bottled water,Iron,Private bathrooms,Tile / marble floor,Refrigerator,Flatscreen TV,Complimentary toiletries,Hair dryer,Non-smoking rooms",Chicago,"HOTEL STYLE,Residential Neighborhood,Mid-range","1331 N Wicker Park Ave, Chicago, IL 60622-3107",Wicker Park Inn,,4.5
"Electric vehicle charging station,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,24-hour security,BBQ facilities,Paid private parking on-site,Parking,Wifi,Outdoor pool,Heated pool,Sauna,Baggage storage,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Umbrella,24-hour check-in,24-hour front desk,Self-serve laundry,Bathrobes,Air conditioning,Desk,Dining area,Housekeeping,Kitchenette,Dishwasher,Cable / satellite TV,Seating area,Separate dining area,Separate living room,Telephone,Wardrobe / closet,Private bathrooms,Microwave,Oven,Refrigerator,Stovetop,Kitchenware,Suites",Chicago,"With its historic architecture and tree-lined streets, Chicago’s Old Town is one of the city’s most iconic neighborhoods. Spend a day exploring the famous Old Town Art Fair, catch a show at The Second City, or toast with friends in our sprawling entertainment spaces after a long day of meetings. Level Old Town is nestled in the heart of it all, with a vibrant neighborhood at your doorstep, incredible lifestyle amenities steps from your suite and spacious accommodations designed for real life. Available for nightly and extended stays, Level Old Town offers spacious Studio, One, Two and Three-Bedroom accommodations boasting fully-equipped kitchens, modern design, 24hour guest service and access to unparalleled lifestyle amenities. Experience the suite life at Level Old Town.",,Level Chicago - Old Town,"€231,€153",4.0
"Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Board games / puzzles,Books, DVDs, music for children,Airport transportation,Conference facilities,Secured parking,Wifi,Coffee shop,Restaurant,Wine / champagne,Car hire,Banquet room,Baggage storage,Concierge,Non-smoking hotel,Air conditioning,VIP room facilities,Bottled water,Iron,Wake-up service / alarm clock,Refrigerator,Bath / shower,Complimentary toiletries,Hair dryer,Bridal suite,Non-smoking rooms,Suites,Family rooms",Chicago,"Above his legendary restaurant, Polo Cafe and Catering, chef-owner, and now innkeeper, Dave Samber continues to offer ""something different...something wonderful!"" in his spacious 2 and 3 bedroom Bridgeport-themed suites with private bath and complimentary parking, plus free shuttle service TO local trains and McCormick Place. You'll also be treated to Dave's scrumptious breakfasts and his weekend brunches: Bloody Mary Brunch on Saturday and HALLELUJAH!! Sing-along GOSPEL Brunch on Sunday. It's all part of their real Chicago Hospitality.,HOTEL STYLE,Family,Charming","3322 S Morgan St 2nd and 3rd Floors, Chicago, IL 60608-6727",The Polo Inn Bridgeport U.S.A.,,5.0
"Parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Indoor play area for children,Pets Allowed ( Dog / Pet Friendly ),Rooftop terrace,BBQ facilities,Wifi,Rooftop pool,Outdoor pool,Yoga room,Sauna,Baggage storage,Concierge,Non-smoking hotel,First aid kit,24-hour check-in,24-hour front desk,Dry cleaning,Washing machine,Air conditioning,Desk,Private balcony,Safe,Coffee / tea maker,Flatscreen TV,Sofa bed,Bath / shower,Separate living room,Sofa,Telephone,Wardrobe / closet,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Kitchenette,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Hair dryer,City view,Non-smoking rooms,Suites",Chicago,"In a city known for its neighborhoods, River North stands out. You’ll find chic galleries, buzz-worthy restaurants and vibrant nightlife in this hub for arts and entertainment. The best shopping in Chicago is minutes away at The Magnificent Mile, the Loop business district is just across the river, and plenty of fresh air and green space can be found riverside. Nestled in the heart of it all, an artful blend between luxury apartments and boutique hotel, Level River North is stylishly sophisticated. Just like Chicago. Available for nightly and extended stays, Level River North offers spacious studio, one and two-bedroom accommodations boasting fully-equipped kitchens, modern design, 24 hour Guest Services and access to unparalleled lifestyle amenities. Experience the suite life at Level River North.",,Level Chicago - River North,,4.5
"Parking,Free High Speed Internet (WiFi),Wifi,Non-smoking hotel,Blackout curtains,Bathrobes,Air conditioning,Kitchenette,Walk-in shower,Non-smoking rooms,Suites",Chicago,"House 5863 is not your typical B&B. We are different. Here you will find no Victorian decor or rockers on a scenic porch. Rather, we are an urban, hip place to stay in the heart of Chicago's north side. Our style is contemporary comfort. Our rooms are clean, cool and most of all restive Our approach is more hands off than hands on. We focus on providing for all of your needs behind the scenes without disrupting your stay. Common areas are designed for casual living. The fully-equipped kitchen offers continental style breakfast with all the basics to allow you to serve yourself on your own schedule and at your own pace. Our garden and deck areas offer a quiet respite for relaxed joy. We offer five private guest rooms, each with its own private bath. Each room features a king-sized bed. All rooms are equipped with a flat panel television and free cable television and high-speed wireless internet access.All rooms sleep two guests. Room number 4 can accommodate an additional guest on a pull-out sofa for an additional guest charge. If you are traveling with children under the age of 7, please contact us before booking your reservation. All rooms and all private areas are non-smoking.,HOTEL STYLE,Modern","5863 N Glenwood Ave, Chicago, IL 60660-3449",House 5863 Bed & Breakfast,,3.5
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Complimentary Instant Coffee,Rooftop terrace,BBQ facilities,Private check-in / check-out,Clothes dryer,Baggage storage,Concierge,Non-smoking hotel,Washing machine,Air conditioning,Dining area,Seating area,Separate dining area,Coffee / tea maker,Dishwasher,Cable / satellite TV,Bath / shower,Separate living room,Sofa,Wardrobe / closet,Iron,Private bathrooms,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Flatscreen TV,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",Chicago,"Located in South Loop, an energetic waterfront neighborhood, The Plymouth offers many opportunities to experience some of Chicago's best museums and restaurants. Sitting just two blocks from Grant Park, you'll love the shared rooftop, gym, and outdoor grilling area. Make yourself at home in the beautifully designed spaces featuring large windows and convenient in-suite laundry.","417 S Dearborn St South Loop, Chicago, IL 60605-1120",Sonder The Plymouth,,4.0
"Free High Speed Internet (WiFi),Wifi,Complimentary Instant Coffee,Complimentary tea,Express check-in / check-out,Clothes dryer,Self-serve laundry,Washing machine,Air conditioning,Desk,Dining area,Seating area,Coffee / tea maker,Kitchenette,Flatscreen TV,Bath / shower,Wardrobe / closet,Clothes rack,Iron,Private bathrooms,Dishwasher,Microwave,Refrigerator,Stovetop,Electric kettle,Kitchenware,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Chicago,"Jewelers Row is the architectural gem of the Chicago Loop. Designed by Adler and Sullivan, the innovative style adds a modern touch to the building. Tall windows brighten up each space, complete with a fully equipped kitchen and in-suite laundry. Check out the dynamic food scene and vivid Theater District in this fascinating city. The Bean landmark and State Street shopping are just minutes away. Set between high-rises and Millenium Park, Jewelers Row offers a stylish space for your stay. Your Sonder may face the L train, which runs throughout the night. White noise machines are available upon request.",,Sonder Jewelers Row,,4.5
"Public wifi,Fitness Center with Gym / Workout Room,Restaurant,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Concierge,Non-smoking hotel,Breakfast available,Air conditioning,Non-smoking rooms",Chicago,"A modern club-like escape, The LaSalle Chicago provides travelers a stately retreat with twice daily housekeeping service, room service, Grill on 21 restaurant, bar and lounge and spacious rooms averaging 400 square feet.,HOTEL STYLE,Luxury","208 South Lasalle Street, Chicago, IL 60604","The LaSalle Chicago, Autograph Collection",€321,4.5
"Paid private parking nearby,Free High Speed Internet (WiFi),Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,Express check-in / check-out,Clothes dryer,Washing machine,Blackout curtains,Dining area,Private balcony,Seating area,Coffee / tea maker,Flatscreen TV,Sofa bed,Bath / shower,Sofa,Wardrobe / closet,Clothes rack,Iron,Private bathrooms,Dishwasher,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Family rooms",Chicago,"Come relax in one of our Magnificent Mile apartments professionally managed by Kasa. Oak Street Beach, Michigan Avenue, and Gold Coast are all within walking distance, and Chicago's best shopping, dining, and entertainment are just footsteps away. Other nearby attractions include Millennium Park, the Chicago Children’s Museum, and the Lincoln Park Zoo. Kasa offers stylishly-designed, professionally-managed apartments and rooms for short or long-term stays. We are your home on the road—Kasas are housed in modern properties and include the amenities and comforts that make you feel like you never left. And we are here for you 24/7 if there’s anything you need.","One Superior Place, Chicago, IL 60654-8803",Kasa Chicago River North Apartments,,5.0
